dataset,exp,mode,n_epochs,lr,batch_size,hidden_size,n_layers,seq_enc,tab_enc,save_weights,train,linear,finetune,fold,exclude,unlabel_ratio,label_ratio,seed,scaler,norm_type,max_auc,max_auc_lp,max_auc_ft,max_auc_all
pmdata,run,clip,300,0.0001,512,64,3,transformer,resnet,False,True,True,True,3,all,1.0,1.0,1,quantile,global,0.5369565217391304,0.5226708074534161,0.7562111801242235,0.7562111801242235
pmdata,run,clip,300,0.0001,512,64,3,transformer,resnet,False,True,True,True,3,all,1.0,1.0,2,quantile,global,0.5055900621118012,0.5,0.8092132505175984,0.8092132505175984
pmdata,run,clip,300,0.0001,512,64,3,transformer,resnet,False,True,True,True,3,all,1.0,1.0,3,quantile,global,0.5615942028985508,0.5,0.7351966873706004,0.7351966873706004
pmdata,run,clip,300,0.0001,512,64,3,transformer,resnet,False,True,True,True,4,all,1.0,1.0,0,quantile,global,0.5385588895692998,0.5074913247601551,0.7866911614615228,0.7866911614615228
pmdata,run,clip,300,0.0001,512,64,3,transformer,resnet,False,True,True,True,4,all,1.0,1.0,1,quantile,global,0.5300673606858542,0.5047152480097978,0.7564400898142478,0.7564400898142478
pmdata,run,clip,300,0.0001,512,64,3,transformer,resnet,False,True,True,True,4,all,1.0,1.0,2,quantile,global,0.5225556235966524,0.5101449275362319,0.7777913859971423,0.7777913859971423
pmdata,run,clip,300,0.0001,512,64,3,transformer,resnet,False,True,True,True,4,all,1.0,1.0,3,quantile,global,0.5463359869361094,0.5004286589099816,0.8183710961420697,0.8183710961420697
pmdata,run,simclr,300,0.0001,128,64,3,transformer,resnet,False,True,True,True,0,none,1.0,0.1,0,quantile,global,0.0,0.5012619067003176,0.6894081250508833,0.6894081250508833
pmdata,run,simclr,300,0.0001,128,64,3,transformer,resnet,False,True,True,True,0,none,1.0,0.1,1,quantile,global,0.0,0.540055361068143,0.6894081250508833,0.6894081250508833
pmdata,run,simclr,300,0.0001,128,64,3,transformer,resnet,False,True,True,True,0,none,1.0,0.1,2,quantile,global,0.0,0.5367377676463405,0.7103517056093788,0.7103517056093788
pmdata,run,simclr,300,0.0001,128,64,3,transformer,resnet,False,True,True,True,0,none,1.0,0.1,3,quantile,global,0.0,0.587885695676952,0.6709883578930228,0.6709883578930228
pmdata,run,simclr,300,0.0001,128,64,3,transformer,resnet,False,True,True,True,1,none,1.0,0.1,0,quantile,global,0.0,0.512840627580512,0.6680429397192403,0.6680429397192403
